model,outer_fold,context_id,output,feature,feature_family,shapley_value,baseline_output,full_output,completeness_residual,feature_value,feature_value_semantics,feature_value_percentile
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_pi_*,solvent,2.8808911640698653e-06,0.6965082486470537,0.696509838104248,0.0,-0.8521863222122192,standardized solvent value,0.1325
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_SPP,solvent,4.2716662089214985e-06,0.6965082486470537,0.696509838104248,0.0,-0.3861753344535827,standardized solvent value,0.4025
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_SB,solvent,2.880891163403732e-07,0.6965082486470537,0.696509838104248,0.0,-0.0816770866513252,standardized solvent value,0.5925
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_SA,solvent,4.132588704464091e-06,0.6965082486470537,0.696509838104248,0.0,-0.3827982544898987,standardized solvent value,0.2325
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_delta_d,solvent,2.582867940248424e-06,0.6965082486470537,0.696509838104248,0.0,-1.2151788473129272,standardized solvent value,0.2525
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_delta_p,solvent,-3.943840662601339e-06,0.6965082486470537,0.696509838104248,0.0,0.9553216099739076,standardized solvent value,0.7525
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_delta_h,solvent,-1.22189521800653e-06,0.6965082486470537,0.696509838104248,0.0,-0.454887181520462,standardized solvent value,0.1925
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::solvent_delta,solvent,-7.351239524333586e-07,0.6965082486470537,0.696509838104248,0.0,-0.1897686123847961,standardized solvent value,0.4425
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,solvent::identity,solvent,-3.4868717194158627e-06,0.6965082486470537,0.696509838104248,0.0,,categorical vocabulary index; color disabled,
joint model,0,context:d5459a7ce6f9ef1e4c3087fe,site-ranking logit contrast,context::formal_charge,formal charge,2.70207722982696e-05,0.6965082486470537,0.696509838104248,0.0,0.6713831424713135,standardized molecular formal charge,0.8225
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,-0.119848351687953,1.036653629979016,0.8340253239441209,0.0,-0.0374973565340042,mean standardized node value,0.3575
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,local::alpb_cm5,local electronic,0.0118932794373777,1.036653629979016,0.8340253239441209,0.0,0.0559978894889354,mean standardized node value,0.6775
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,-0.0249621509874311,1.036653629979016,0.8340253239441209,0.0,-0.2006885111331939,mean standardized node value,0.0775
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,-0.1844448888161458,1.036653629979016,0.8340253239441209,0.0,0.0913025066256523,mean standardized node value,0.5475
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,-0.0539955938815287,1.036653629979016,0.8340253239441209,0.0,0.5997877717018127,standardized molecular value,0.6975
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-0.0229697647997765,1.036653629979016,0.8340253239441209,0.0,-0.4070257544517517,standardized molecular value,0.1275
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,0.0134879661125975,1.036653629979016,0.8340253239441209,0.0,0.2131796330213546,standardized molecular value,0.5975
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,-0.0864401366910884,1.036653629979016,0.8340253239441209,0.0,0.5997877717018127,standardized molecular value,0.6975
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.0213747030768553,1.036653629979016,0.8340253239441209,0.0,-0.7348464727401733,standardized molecular value,0.1875
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,-0.032795176104612,1.036653629979016,0.8340253239441209,0.0,0.6364275217056274,standardized molecular value,0.6975
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_nD,solvent,-0.0016793291719362,1.036653629979016,0.8340253239441209,0.0,0.4517121016979217,standardized solvent value,0.7225
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,0.0011927323359318,1.036653629979016,0.8340253239441209,0.0,0.4729459881782532,standardized solvent value,0.7225
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,0.0371951706073805,1.036653629979016,0.8340253239441209,0.0,-1.0600494146347046,standardized solvent value,0.0725
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_ET(30),solvent,-0.0006339914838158,1.036653629979016,0.8340253239441209,0.0,-0.7273086309432983,standardized solvent value,0.0725
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_DI,solvent,-0.0033207302463024,1.036653629979016,0.8340253239441209,0.0,0.5289967060089111,standardized solvent value,0.7225
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_ES,solvent,0.0227565853376131,1.036653629979016,0.8340253239441209,0.0,-1.1586538553237915,standardized solvent value,0.0725
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,0.0079960002521063,1.036653629979016,0.8340253239441209,0.0,-0.3987596333026886,standardized solvent value,0.3925
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0283050346991645,1.036653629979016,0.8340253239441209,0.0,-1.1980485916137695,standardized solvent value,0.0425
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_alpha,solvent,-0.0090559627983214,1.036653629979016,0.8340253239441209,0.0,-0.3206884860992431,standardized solvent value,0.3925
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_beta,solvent,0.0349461917793633,1.036653629979016,0.8340253239441209,0.0,-1.1649284362792969,standardized solvent value,0.0425
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_pi_*,solvent,-0.0011430597825488,1.036653629979016,0.8340253239441209,0.0,-0.3031034767627716,standardized solvent value,0.4925
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0050963059078088,1.036653629979016,0.8340253239441209,0.0,-0.804781436920166,standardized solvent value,0.0725
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_SB,solvent,0.0079330267426036,1.036653629979016,0.8340253239441209,0.0,-0.6239776611328125,standardized solvent value,0.2125
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_SA,solvent,-0.0005477865705425,1.036653629979016,0.8340253239441209,0.0,-0.3827982544898987,standardized solvent value,0.2325
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.0119370467540402,1.036653629979016,0.8340253239441209,0.0,0.8398393988609314,standardized solvent value,0.7325
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_delta_p,solvent,0.0260323417672103,1.036653629979016,0.8340253239441209,0.0,-1.2749426364898682,standardized solvent value,0.0725
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_delta_h,solvent,-0.0070580404550584,1.036653629979016,0.8340253239441209,0.0,-0.454887181520462,standardized solvent value,0.1925
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::solvent_delta,solvent,0.0134190193222515,1.036653629979016,0.8340253239441209,0.0,-0.6996294260025024,standardized solvent value,0.0725
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,solvent::identity,solvent,0.052950807648782,1.036653629979016,0.8340253239441209,0.0,,categorical vocabulary index; color disabled,
joint model,0,context:f4678a3e07b10f3b9f85aa7e,site-ranking logit contrast,context::formal_charge,formal charge,0.0736245391691599,1.036653629979016,0.8340253239441209,0.0,0.6713831424713135,standardized molecular formal charge,0.8225
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,local::alpb_fukui_minus_density,local electronic,-0.0549575990655823,3.533938892470321,3.925803459307573,5.551115123125783e-17,-0.0078557562083005,mean standardized node value,0.3875
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,local::alpb_cm5,local electronic,-0.1790299570448286,3.533938892470321,3.925803459307573,5.551115123125783e-17,-0.1141513660550117,mean standardized node value,0.2475
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,local::alpb_condensed_softness,local electronic,-0.000454343046919,3.533938892470321,3.925803459307573,5.551115123125783e-17,-0.0551349259912967,mean standardized node value,0.4075
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,local::alpb_condensed_nucleophilicity_index_ev,local electronic,0.0614081261335087,3.533938892470321,3.925803459307573,5.551115123125783e-17,0.2643391489982605,mean standardized node value,0.6975
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,global::alpb_homo_n_hartree,global electronic,0.0678345950310897,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.3104528188705444,standardized molecular value,0.9075
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,global::alpb_softness_hartree_inverse,global electronic,-0.0019192099930789,3.533938892470321,3.925803459307573,5.551115123125783e-17,-0.1112389862537384,standardized molecular value,0.4075
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,global::alpb_vip_hartree,global electronic,0.0628931778386544,3.533938892470321,3.925803459307573,5.551115123125783e-17,-1.3376291990280151,standardized molecular value,0.0875
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,global::alpb_nucleophilicity_index_hartree,global electronic,0.0972443703783472,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.3104528188705444,standardized molecular value,0.9075
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,global::alpb_homo_n_minus_1_hartree,global electronic,0.010471801354465,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.0920308828353882,standardized molecular value,0.8675
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,global::delta_e_solv_hartree,global electronic,0.0268855862450294,3.533938892470321,3.925803459307573,5.551115123125783e-17,-1.4072622060775757,standardized molecular value,0.0675
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_nD,solvent,0.0106959612629418,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.4722886085510254,standardized solvent value,0.9825
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_f(n^2),solvent,-0.0069325418359861,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.4439126253128052,standardized solvent value,0.9825
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_epsilon_r,solvent,0.0091865893209601,3.533938892470321,3.925803459307573,5.551115123125783e-17,0.6121564507484436,standardized solvent value,0.7225
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_ET(30),solvent,-0.0007703606761744,3.533938892470321,3.925803459307573,5.551115123125783e-17,-0.0736109316349029,standardized solvent value,0.4025
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_DI,solvent,-0.0046051976919757,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.3803296089172363,standardized solvent value,0.9825
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_ES,solvent,0.0028274927418655,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.3618896007537842,standardized solvent value,0.9425
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_alpha_1,solvent,-0.0043777455310754,3.533938892470321,3.925803459307573,5.551115123125783e-17,-0.6153729557991028,standardized solvent value,0.0275
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_beta_1,solvent,0.0353817217069443,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.4616076946258545,standardized solvent value,0.8925
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_alpha,solvent,0.0004860484847794,3.533938892470321,3.925803459307573,5.551115123125783e-17,-0.6961849331855774,standardized solvent value,0.0275
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_beta,solvent,0.0420336443437771,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.5455529689788818,standardized solvent value,0.9025
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_pi_*,solvent,-0.0085131751108154,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.1088238954544067,standardized solvent value,0.7725
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_SPP,solvent,0.0353543841653766,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.706855058670044,standardized solvent value,0.9425
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_SB,solvent,0.029966367094787,3.533938892470321,3.925803459307573,5.551115123125783e-17,1.693124771118164,standardized solvent value,0.9425
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_SA,solvent,-0.0017966796730184,3.533938892470321,3.925803459307573,5.551115123125783e-17,-0.2900198996067047,standardized solvent value,0.7225
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_delta_d,solvent,-0.015232029760355,3.533938892470321,3.925803459307573,5.551115123125783e-17,0.9845589995384216,standardized solvent value,0.9825
joint model,0,context:f48319850a2bb2ec228c58a9,site-ranking logit contrast,solvent::solvent_delta_p,solvent,0.0027131262144804,3.533938892470321,3.925803459307573,5.551115123125783e-17,0.65119469165802,standardized solvent value,0.5125
